Genotype,Envir,Row,Column,anthesis,R,C,anthesis_spats_residuals,anthesis_spats_geno_pred_values,anthesis_spats_adj_pheno
NC290,Ner13R_block_32,1,53,75.7266897951,1,53,1.7000119796393,75.34321459527,77.0432265749093
PB116,Ner13R_block_32,5,51,74.246732055,5,51,-0.0325124451477308,73.6106901704827,73.578177725335
PHG71,Ner13R_block_32,9,51,70.9478960649,9,51,-0.791691464125421,72.8515111515049,72.0598196873795
PHG84,Ner13R_block_32,9,50,77.2214168404,9,50,0.989779562251883,74.6329821778825,75.6227617401344
UH_6102,Ner13R_block_32,1,52,64.6149460646,1,52,-1.44584314184094,72.1973594737894,70.7515163319485
UH_6179,Ner13R_block_32,9,55,69.2650163654,9,55,-1.60092640564994,72.0422762099804,70.4413498043304
UH_P024,Ner13R_block_32,1,50,67.8657230313,1,50,-0.501247390810704,73.1419552248198,72.6407078340091
UH_P148,Ner13R_block_32,9,52,69.2650163654,9,52,0.350430221334733,73.9936328369653,74.3440630583001
Va26,Ner13R_block_32,5,53,77.2214168404,5,53,0.817083193427919,74.4602858090584,75.2773690024863
11430,Ner13R_block_3,6,3,69.2650163654,6,3,-1.69136553419548,72.1714111903695,70.4800456561741
B106,Ner13R_block_3,10,3,75.7266897951,10,3,-0.54566789213365,73.3171088324312,72.7714409402976
B107,Ner13R_block_3,6,4,75.7266897951,6,4,1.22207391772345,75.084850642288,76.3069245600115
DK78010,Ner13R_block_3,2,5,74.246732055,2,5,0.475908575539023,74.3386853001038,74.8145938756428
EC169,Ner13R_block_3,2,6,66.1841770741,2,6,-1.14104627264167,72.7217304519234,71.5806841792817
F7025,Ner13R_block_3,10,7,72.685148523,10,7,-0.476788861643541,73.3859878629213,72.9091990012777
F908,Ner13R_block_3,2,2,70.9478960649,2,2,-1.16139661799245,72.7013801065726,71.5399834885802
Lo1101,Ner13R_block_3,6,2,75.7266897951,6,2,0.581878306793485,74.4446550313582,75.0265333381517
Lo1106,Ner13R_block_3,10,5,78.5569075375,10,5,0.535492539958455,74.3982692645233,74.9337618044817
Lo1180,Ner13R_block_3,10,6,74.246732055,10,6,0.439223432087303,74.3020001566521,74.7412235887394
Lo1242,Ner13R_block_3,6,7,75.7266897951,6,7,0.53977663669707,74.4025533612618,74.9423299979588
Lo1288,Ner13R_block_3,6,5,79.8672955003,6,5,2.00402385628308,75.8668005808475,77.8708244371306
Mo17,Ner13R_block_3,10,2,77.2214168404,10,2,0.633812348439662,74.4965890730043,75.130401421444
N16,Ner13R_block_3,2,3,78.5569075375,2,3,2.28008743148185,76.1428641560462,78.422951587528
N6,Ner13R_block_3,10,1,72.685148523,10,1,-0.453439072878524,73.4093376516864,72.9558985788079
NC358,Ner13R_block_3,6,1,78.5569075375,6,1,0.734611174317209,74.5973878988819,75.3319990731991
NDB8,Ner13R_block_3,2,7,67.8657230313,2,7,-0.219721072228396,73.6430556523364,73.423334580108
PHG80,Ner13R_block_3,10,4,74.246732055,10,4,-1.03038276508563,72.8323939594794,71.8020111943938
PHJ40,Ner13R_block_3,6,6,69.2650163654,6,6,-1.59549781510789,72.2672789094573,70.6717810943494
W9,Ner13R_block_3,2,1,69.2650163654,2,1,-1.01485820500635,72.8479185195587,71.8330603145524
Wf9,Ner13R_block_3,2,4,72.685148523,2,4,-0.11672411040766,73.7460526141572,73.6293285037495
11430,Ner13R_block_22,3,38,69.2650163654,3,38,-0.296889726549139,72.8078028913256,72.5109131647765
A310,Ner13R_block_22,11,42,70.9478960649,11,42,-0.302121700375309,72.8025709174994,72.5004492171241
A347,Ner13R_block_22,11,39,78.5569075375,11,39,0.179967918623916,73.2846605364985,73.4646284551224
B104,Ner13R_block_22,3,42,78.5569075375,3,42,0.205497885859714,73.3101905037343,73.515688389594
B73,Ner13R_block_22,7,40,74.246732055,7,40,0.412989106534681,73.5176817244092,73.9306708309439
DK78371A,Ner13R_block_22,11,40,77.2214168404,11,40,-0.265427777962017,72.8392648399127,72.5738370619507
EA3076,Ner13R_block_22,3,39,74.246732055,3,39,0.330557474579393,73.4352500924539,73.7658075670333
EC242C,Ner13R_block_22,11,37,66.1841770741,11,37,-1.01522994724471,72.0894626706303,71.0742327233856
EP2008-22,Ner13R_block_22,11,36,72.685148523,11,36,0.633831886074901,73.7385245039495,74.3723563900244
EP52,Ner13R_block_22,11,41,75.7266897951,11,41,0.679434100271635,73.7841267181461,74.4635608184177
EZ36,Ner13R_block_22,7,36,75.7266897951,7,36,0.135829199340307,73.2405218172151,73.3763510165554
F874,Ner13R_block_22,7,38,64.6149460646,7,38,-1.50571293910429,71.5989796787707,70.0932667396665
FR19,Ner13R_block_22,3,37,75.7266897951,3,37,0.687527648841012,73.7922202667156,74.4797479155566
Lo1016,Ner13R_block_22,7,42,77.2214168404,7,42,0.397935329312375,73.5026279471869,73.9005632764993
PHG71,Ner13R_block_22,7,41,70.9478960649,7,41,-0.85647203610641,72.2482205817684,71.391748545662
UH_S025,Ner13R_block_22,7,37,70.9478960649,7,37,0.0296330975358501,73.1343257154104,73.1639588129463
UH250,Ner13R_block_22,3,41,70.9478960649,3,41,-0.141223131008772,72.9634694868659,72.8222463558571
UH304,Ner13R_block_22,11,38,70.9478960649,11,38,0.782444641855079,73.8871372597295,74.6695819015845
Va26,Ner13R_block_22,3,36,75.7266897951,3,36,-0.092571030478922,73.0121215873958,72.9195505569169
11430,Mur13W_block_2,15,1,60.5685845381,15,1,-0.00378855524341759,61.5298671391092,61.5260785838658
A347,Mur13W_block_2,14,3,60.5685845381,14,3,-0.0102896037677027,61.5233660905849,61.5130764868172
DKFBHJ,Mur13W_block_2,2,4,60.5685845381,2,4,-0.2548247413201,61.2788309530326,61.0240062117125
EP10,Mur13W_block_2,2,7,60.5685845381,2,7,-0.302819680268328,61.2308360140844,60.928016333816
F618,Mur13W_block_2,2,1,60.5685845381,2,1,0.106263160089981,61.6399188544426,61.7461820145326
HMV5409,Mur13W_block_2,14,4,63.401277574,14,4,0.305336394816344,61.838992089169,62.1443284839853
HMV5422,Mur13W_block_2,2,6,64.8642032369,2,6,0.469207931997815,62.0028636263504,62.4720715583482
Lo1203,Mur13W_block_2,14,6,66.243252045,14,6,-0.20031255219449,61.3333431421582,61.1330305899637
Lo1261,Mur13W_block_2,14,7,64.8642032369,14,7,0.234326333376359,61.767982027729,62.0023083611054
Lp5,Mur13W_block_2,2,3,59.2242133829,2,3,-0.0777853564965696,61.455870337856,61.3780849813595
ML606,Mur13W_block_2,14,5,60.5685845381,14,5,-0.324956304049259,61.2086993903035,60.8837430862542
PHH93,Mur13W_block_2,2,5,59.2242133829,2,5,0.110426795172067,61.6440824895248,61.7545092846969
W182E,Mur13W_block_2,2,2,59.2242133829,2,2,-0.0507838221103967,61.4828718722422,61.4320880501319
11430,Kar13W_block_10,2,13,65.7692587506,2,13,-0.296709260164775,65.2645993344225,64.9678900742578
DKFBHJ,Kar13W_block_10,10,12,65.7692587506,10,12,-0.334432786913453,65.2268758076738,64.8924430207604
EP10,Kar13W_block_10,1,11,61.1590379566,1,11,-1.41672909122887,64.1445795033584,62.7278504121295
FP1,Kar13W_block_10,1,10,64.2677005306,1,10,-1.49396597020058,64.0673426243867,62.5733766541862
HMV5405,Kar13W_block_10,1,9,76.1820172518,1,9,2.59478398198064,68.1560925765677,70.7508765585483
I261,Kar13W_block_10,10,9,67.2869986061,10,9,0.432817556588645,65.9941261511758,66.4269437077644
LAN496,Kar13W_block_10,2,14,67.2869986061,2,14,-0.101306198418698,65.4600023961685,65.3586961977498
LH65,Kar13W_block_10,10,11,70.3107674332,10,11,1.74402236438179,67.305330958969,69.0493533233508
Lp5,Kar13W_block_10,11,13,64.2677005306,11,13,-0.826889354960926,64.7344192396263,63.9075298846653
PHH93,Kar13W_block_10,1,12,64.2677005306,1,12,1.51073995124594,67.072048545833,68.582788497079
PHR36,Kar13W_block_10,10,10,67.2869986061,10,10,0.249526095592813,65.81083469018,66.0603607857728
UH_P074,Kar13W_block_10,2,8,61.1590379566,2,8,-1.16200920226331,64.399299392324,63.2372901900607
UH250,Kar13W_block_10,11,8,64.2677005306,11,8,-0.899848085638993,64.6614605089483,63.7616124233093
11430,Deb13R_block_23,11,11,71.3157238594,11,11,0.443102362040747,73.6078209925583,74.050923354599
B109,Deb13R_block_23,23,10,72.8469300201,23,10,-0.700138037940377,72.4645805925773,71.764442554637
EA1027,Deb13R_block_23,11,14,72.8469300201,11,14,-0.556891734166356,72.6078268963514,72.0509351621851
EZ38,Deb13R_block_23,11,13,74.4667327846,11,13,1.08814055416889,74.2528591846865,75.3409997388554
F912,Deb13R_block_23,23,14,71.3157238594,23,14,-0.199507575933396,72.9652110545842,72.7657034786508
I233,Deb13R_block_23,23,11,80.8445197044,23,11,2.90393445871976,76.0686530892372,78.972587547957
LH59,Deb13R_block_23,23,8,74.4667327846,23,8,0.653396735450073,73.8181153659677,74.4715121014178
LH93,Deb13R_block_23,35,10,76.1611877157,35,10,1.12271654509034,74.2874351756078,75.4101517206981
Lo1095,Deb13R_block_23,23,12,74.4667327846,23,12,-0.00126532746925534,73.1634533030485,73.1621879755792
Lo1101,Deb13R_block_23,35,8,72.8469300201,35,8,-0.376193665956308,72.7885249645613,72.412331298605
Lo1187,Deb13R_block_23,35,9,72.8469300201,35,9,-0.583107108554742,72.5816115219629,71.9985044134081
Lo1274,Deb13R_block_23,23,13,74.4667327846,23,13,0.633099870586477,73.7978185011041,74.4309183716906
Mo17,Deb13R_block_23,11,9,76.1611877157,11,9,1.46068187481575,74.6254005053333,76.086082380149
MS71,Deb13R_block_23,35,12,74.4667327846,35,12,0.790094001802871,73.9548126323204,74.7449066341233
Oh33,Deb13R_block_23,35,14,71.3157238594,35,14,-0.490404809541587,72.6743138209761,72.1839090114345
P465P,Deb13R_block_23,11,8,74.4667327846,11,8,-0.227703331703964,72.9370152988137,72.7093119671098
PHG47,Deb13R_block_23,35,13,71.3157238594,35,13,-0.610068759351393,72.5546498711664,71.944581111815
UH_P148,Deb13R_block_23,11,10,67.0231849239,11,10,-2.1712793007308,70.9934393297868,68.822160029056
UH_S025,Deb13R_block_23,23,9,71.3157238594,23,9,-1.02599951688879,72.1387191136288,71.1127195967401
UH250,Deb13R_block_23,11,12,68.5100680312,11,12,-1.16781072768623,71.9969079028315,70.8290971751452
Va26,Deb13R_block_23,35,11,71.3157238594,35,11,-0.984796506751621,72.1799221237661,71.1951256170145
11430,Deb13R_block_2,14,4,69.944300775,14,4,-1.96089325260964,72.740673154538,70.7797799019284
B104,Deb13R_block_2,2,4,71.3157238594,2,4,0.118754450833748,74.8203208579817,74.9390753088155
B107,Deb13R_block_2,2,1,72.8469300201,2,1,-0.234069938842268,74.4674964683056,74.2334265294633
C103,Deb13R_block_2,14,2,79.3596071495,14,2,2.19944941586583,76.9010158230141,79.1004652388799
EC232,Deb13R_block_2,2,3,71.3157238594,2,3,-0.755392684434511,73.9461737227135,73.1907810382789
F748,Deb13R_block_2,14,1,72.8469300201,14,1,-0.285497090162693,74.4160693169853,74.1305722268226
F894,Deb13R_block_2,26,2,74.4667327846,26,2,-0.760350107204928,73.9412162999429,73.180866192738
HMV5422,Deb13R_block_2,26,3,80.8445197044,26,3,1.8057514926398,76.5073178997881,78.3130693924279
I261,Deb13R_block_2,2,2,74.4667327846,2,2,0.399785495630738,75.1013519027787,75.5011373984095
Lo1016,Deb13R_block_2,14,3,76.1611877157,14,3,0.532351836685251,75.2339182438334,75.7662700805186
Lo1203,Deb13R_block_2,2,6,74.4667327846,2,6,0.614674799119555,75.3162412062675,75.9309160053871
Lo1242,Deb13R_block_2,14,5,76.1611877157,14,5,0.868215637546129,75.5697820446942,76.4379976822403
Lo1266,Deb13R_block_2,26,5,76.1611877157,26,5,-0.636682928368472,74.0648834787794,73.428200550411
Lo1273,Deb13R_block_2,14,6,79.3596071495,14,6,1.72123133290538,76.4227977400536,78.144029072959
Lo1274,Deb13R_block_2,26,6,77.8867322419,26,6,-0.488469124614611,74.2130972825333,73.7246281579187
Lo904,Deb13R_block_2,2,7,74.4667327846,2,7,0.815962270626457,75.5175286777744,76.3334909484009
Mo17,Deb13R_block_2,26,4,76.1611877157,26,4,-0.246354716407879,74.4552116907401,74.2088569743322
N16,Deb13R_block_2,26,7,79.3596071495,26,7,0.669165742182528,75.3707321493306,76.0398978915131
Oh43,Deb13R_block_2,26,1,71.3157238594,26,1,-0.902447278598174,73.7991191285497,72.8966718499516
Pa36,Deb13R_block_2,2,5,68.5100680312,2,5,-1.5191013133051,73.1824650938427,71.6633637805376
PHG47,Deb13R_block_2,14,7,71.3157238594,14,7,-1.95608403948577,72.7454823676619,70.7893983281761
11430,Deb13R_block_29,29,21,71.3157238594,29,21,0.4386831067945,71.8781844645543,72.3168675713488
B89,Deb13R_block_29,17,16,69.944300775,17,16,-0.362873419661369,71.0766279380984,70.713754518437
EC334,Deb13R_block_29,17,19,71.3157238594,17,19,0.694596399893754,72.1340977576536,72.8286941575473
F7057,Deb13R_block_29,17,17,68.5100680312,17,17,-0.958160432758277,70.4813409250015,69.5231804922432
F888,Deb13R_block_29,5,20,72.8469300201,5,20,-0.0431267554741339,71.3963746022856,71.3532478468115
F98902,Deb13R_block_29,29,16,68.5100680312,29,16,-2.1696449179356,69.2698564398242,67.1002115218886
HMV5325,Deb13R_block_29,5,18,72.8469300201,5,18,-0.0637664259831183,71.3757349317767,71.3119685057936
HMV5409,Deb13R_block_29,5,19,69.944300775,5,19,-1.50468137845316,69.9348199793065,68.4301386008533
HMV5502,Deb13R_block_29,5,21,74.4667327846,5,21,0.776782016804958,72.2162833745648,72.9930653913698
LAN496,Deb13R_block_29,29,15,74.4667327846,29,15,0.573321202026293,72.012822559786,72.5861437618123
LH38,Deb13R_block_29,5,17,74.4667327846,5,17,0.736464302590818,72.1759656603506,72.9124299629414
Lo1056,Deb13R_block_29,5,16,77.8867322419,5,16,2.43841639102101,73.877917748781,76.316334139802
Lo904,Deb13R_block_29,29,17,72.8469300201,29,17,0.234396716585621,71.6738980743454,71.908294790931
PB116,Deb13R_block_29,29,19,71.3157238594,29,19,-0.0514171645678374,71.3880841931919,71.3366670286241
PHJ40,Deb13R_block_29,17,15,69.944300775,17,15,-0.483730769032519,70.9557705887273,70.4720398196947
PHZ51,Deb13R_block_29,29,18,79.3596071495,29,18,3.72860627410567,75.1681076318655,78.8967139059712
UH_P060,Deb13R_block_29,29,20,67.0231849239,29,20,-1.95300375842945,69.4864975993303,67.5334938409008
UH_P115,Deb13R_block_29,17,21,67.0231849239,17,21,-1.1964988984422,70.2430024593176,69.0465035608754
UH_P128,Deb13R_block_29,17,20,69.944300775,17,20,0.13634620596288,71.5758475637227,71.7121937696856
UH304,Deb13R_block_29,5,15,69.944300775,5,15,-1.53914669192778,69.9003546658318,68.361207973904
W23,Deb13R_block_29,17,18,71.3157238594,17,18,0.568437996879069,72.0079393546389,72.576377351518
11430,Mar13R_block_22,10,8,63.2119003379,10,8,-2.26932965317024,69.9755266406161,67.7061969874459
A310,Mar13R_block_22,4,29,68.9775284053,4,29,0.364923471366453,70.0013820737197,70.3663055450861
AS5707,Mar13R_block_22,22,14,73.0115533369,22,14,1.40699020569214,70.0116100531374,71.4186002588295
B110,Mar13R_block_22,4,30,68.9775284053,4,30,0.313252220297741,70.0008749157086,70.3141271360063
B73,Mar13R_block_22,22,13,70.3112532024,22,13,-0.803933412154905,69.9899096374993,69.1859762253444
B97,Mar13R_block_22,10,12,68.9775284053,10,12,1.57780181731249,70.0132865845824,71.5910884018949
EP51,Mar13R_block_22,4,33,61.8704482889,4,33,-3.80833399947031,69.9604211735101,66.1520871740397
EZ31,Mar13R_block_22,4,34,70.3112532024,4,34,0.850937391977936,70.0061523443875,70.8570897363655
EZ37,Mar13R_block_22,4,31,68.9775284053,4,31,0.261580885991975,70.0003677568805,70.2619486428725
HMV5301,Mar13R_block_22,10,14,67.6265019604,10,14,-1.04100578007592,69.9875827507274,68.9465769706514
I198,Mar13R_block_22,22,10,73.0115533369,22,10,1.66626851213502,70.014154893208,71.680423405343
LH60,Mar13R_block_22,10,11,71.6416376017,10,11,2.23673933403066,70.0197541160145,72.2564934500451
LH65,Mar13R_block_22,4,35,71.6416376017,4,35,1.54177293546316,70.0129329578425,71.5547058933057
Lo1056,Mar13R_block_22,22,9,73.0115533369,22,9,1.3246082644162,70.0108014669192,71.3354097313354
NQ508,Mar13R_block_22,22,8,67.6265019604,22,8,-0.588433602328976,69.9920247876589,69.4035911853299
Pa405,Mar13R_block_22,10,10,67.6265019604,10,10,-0.911015334053005,69.9888586187333,69.0778432846803
PHG35,Mar13R_block_22,22,11,71.6416376017,22,11,-0.551004403195904,69.9923921586398,69.4413877554439
PHG39,Mar13R_block_22,10,9,68.9775284053,10,9,0.0529041687094889,69.9983195759924,70.0512237447019
PHG83,Mar13R_block_22,4,32,68.9775284053,4,32,0.20990930130435,69.9998605955949,70.2097698968992
PHK29,Mar13R_block_22,10,13,68.9775284053,10,13,0.75284213688154,69.979793234287,70.7326353711686
PHK29,Mar13R_block_22,22,12,67.6265019604,22,12,-2.58747446111266,69.979793234287,67.3923187731744
A3,Gai12R_block_8,2,27,67.0282656168,2,27,0.264800126372975,68.3101881471346,68.5749882735076
CR1Ht,Gai12R_block_8,20,23,63.3048330487,20,23,-1.07085395250108,66.9745340682609,65.9036801157598
DK78371A,Gai12R_block_8,20,25,68.1234868243,20,25,-0.316795100155758,67.7285929206062,67.4117978204504
EP10,Gai12R_block_8,11,22,64.7849117529,11,22,0.0167224777188721,68.0621104984806,68.0788329761995
EZ37,Gai12R_block_8,20,24,67.0282656168,20,24,0.433090697406783,68.4784787181685,68.9115694155753
EZ38,Gai12R_block_8,20,26,73.2949949091,20,26,0.399840029837819,68.4452280505996,68.8450680804374
F04701,Gai12R_block_8,11,28,64.7849117529,11,28,0.0388927547388249,68.0842807755005,68.1231735302394
F05101,Gai12R_block_8,2,24,71.7553055814,2,24,0.0636260394284136,68.1090140601901,68.1726400996185
HMV5409,Gai12R_block_8,11,23,64.7849117529,11,23,-0.672348964021467,67.3730390567405,66.700690092719
LH65,Gai12R_block_8,2,23,73.2949949091,2,23,0.296099359758799,68.3414873805205,68.6375867402793
Lo1016,Gai12R_block_8,20,27,70.3468421086,20,27,-0.506041304054293,67.5393467167076,67.0333054126534
Lo1124,Gai12R_block_8,20,28,71.7553055814,20,28,0.729315165831565,68.7747031865932,69.5040183524248
Lo1288,Gai12R_block_8,11,26,70.3468421086,11,26,1.32212692048736,69.3675149412489,70.6896418617363
Lo904,Gai12R_block_8,2,22,70.3468421086,2,22,-0.0786709420548561,67.966717078707,67.8880461366521
Oh02,Gai12R_block_8,2,28,73.2949949091,2,28,0.729449798875905,68.7748378196374,69.5042876185133
PB116,Gai12R_block_8,11,25,64.7849117529,11,25,-1.45509230829541,66.5902957124667,65.1352034041713
PB98TR,Gai12R_block_8,2,25,67.0282656168,2,25,0.27382718838156,68.3192152091433,68.5930423975249
PH207,Gai12R_block_8,11,27,62.0608834049,11,27,-1.67420981398692,66.3711782067752,64.6969683927883
PHW65,Gai12R_block_8,11,24,71.7553055814,11,24,1.65341863831576,69.6988066590771,71.3522252973929
PHZ51,Gai12R_block_8,20,22,73.2949949091,20,22,0.716689611156269,68.762077631918,69.4787672430742
UH_P148,Gai12R_block_8,2,26,62.0608834049,2,26,-1.16388642324085,66.8815015975212,65.7176151742803
A3,Gai12R_block_29,17,4,67.0282656168,17,4,0.188604517551298,68.3040474298256,68.4926519473769
B104,Gai12R_block_29,26,6,69.1907382303,26,6,0.227627800329941,68.3430707126042,68.5706985129341
DK78010,Gai12R_block_29,8,6,64.7849117529,8,6,-0.566951423141816,67.5484914891325,66.9815400659907
EA1163,Gai12R_block_29,8,4,63.3048330487,8,4,-1.75196720145453,66.3634757108197,64.6115085093652
EC232,Gai12R_block_29,8,5,63.3048330487,8,5,-1.4035778539856,66.7118650582887,65.3082872043031
F04702,Gai12R_block_29,26,7,67.0282656168,26,7,0.0800525979133084,68.1954955101877,68.275548108101
F7057,Gai12R_block_29,17,7,65.9788172736,17,7,0.803625339942812,68.9190682522171,69.7226935921599
F752,Gai12R_block_29,8,1,73.2949949091,8,1,1.16383660682367,69.2792795190981,70.4431161259218
F894,Gai12R_block_29,17,6,67.0282656168,17,6,0.95636681505033,69.0718097273246,70.028176542375
I261,Gai12R_block_29,17,1,67.0282656168,17,1,-0.960531392991001,67.1549115192834,66.1943801262924
LH82,Gai12R_block_29,17,3,63.3048330487,17,3,-2.05589141283678,66.0595514994375,64.0036600866007
Lo1094,Gai12R_block_29,8,3,70.3468421086,8,3,1.17818246057001,69.2936253728444,70.4718078334144
Lo1095,Gai12R_block_29,26,1,78.9055366062,26,1,2.71664760183604,70.8320905141104,73.5487381159464
