Genotype,Envir,Row,Column,ear.height,R,C,ear.height_spats_residuals,ear.height_spats_geno_pred_values,ear.height_spats_adj_pheno
EZ47,Cam11R_block_1,6,6,110,6,6,1.27948250408804,114.887073811694,116.166556315782
F1890,Cam11R_block_1,6,7,80,6,7,-1.01330234975308,88.9930538145634,87.9797514648103
F7028,Cam11R_block_1,1,5,100,1,5,0.180521844555187,102.47574387538,102.656265719935
F838,Cam11R_block_1,1,3,90,1,3,-0.128434327054364,98.9864861404075,98.8580518133532
F894,Cam11R_block_1,1,6,95,1,6,-0.650329823923016,100.177766560969,99.5274367370457
F894,Cam11R_block_1,11,6,110,11,6,0.627377368947393,100.177766560969,100.805143929916
MS153,Cam11R_block_1,6,8,95,6,8,0.26116680679722,103.386523733973,103.64769054077
NC290,Cam11R_block_1,11,3,110,11,3,0.519761346321758,106.307012399263,106.826773745585
Oh02,Cam11R_block_1,11,1,120,11,1,0.338092833695598,104.255303059457,104.593395893153
Oh33,Cam11R_block_1,1,4,100,1,4,0.51707596158235,104.410905924646,104.927981886228
Oh33,Cam11R_block_1,6,3,115,6,3,0.848718132983237,104.410905924646,105.259624057629
Oh33,Cam11R_block_1,11,7,110,11,7,-1.01392341206365,104.410905924646,103.396982512582
Pa405,Cam11R_block_1,1,1,110,1,1,0.442106383508786,105.430000691609,105.872107075118
PH207,Cam11R_block_1,1,2,90,1,2,-0.351600713202018,96.4661123443616,96.1145116311596
PHH93,Cam11R_block_1,11,8,110,11,8,0.293465552273702,103.751296015091,104.044761567365
A374,Gai12R_block_13,13,2,105,13,2,0.71356936892461,100.437676864873,101.151246233797
A554,Gai12R_block_13,13,7,105,13,7,-0.280919472122619,99.4431880238252,99.1622685517025
B108,Gai12R_block_13,22,3,95,22,3,3.41624744727888,103.140354943227,106.556602390506
B98,Gai12R_block_13,4,5,105,4,5,0.234061144461862,99.95816864041,100.192229784872
DE811,Gai12R_block_13,13,6,105,13,6,-0.254269714303163,99.4698377816447,99.2155680673416
EC151,Gai12R_block_13,13,1,105,13,1,1.46722803827554,101.191335534224,102.658563572499
EC175,Gai12R_block_13,4,1,105,4,1,-1.09924417206747,98.6248633238805,97.525619151813
F252,Gai12R_block_13,4,4,105,4,4,0.397653686285679,100.121761182234,100.519414868519
F354,Gai12R_block_13,22,4,90,22,4,-0.671167328349085,99.0529401675987,98.3817728392496
F7001,Gai12R_block_13,4,6,105,4,6,0.0265560947244836,99.7506635906724,99.7772196853969
F7057,Gai12R_block_13,22,6,80,22,6,-5.68564309889077,94.0384643970569,88.3528212981661
F7081,Gai12R_block_13,22,7,95,22,7,1.81703329680389,101.541140792752,103.358174089556
F98902,Gai12R_block_13,22,5,100,22,5,3.93704204262261,103.661149538571,107.598191581193
LH65,Gai12R_block_13,13,3,105,13,3,0.109898726704216,99.8340062226523,99.9439049493565
LH74,Gai12R_block_13,13,5,105,13,5,-0.328770319235886,99.3953371767118,99.066566857476
Lo1172,Gai12R_block_13,4,7,105,4,7,-0.0670875765539734,99.6570199193939,99.5899323428399
Lo1274,Gai12R_block_13,22,1,70,22,1,-2.35336088306465,97.370746612883,95.0173857298184
PHG71,Gai12R_block_13,4,3,105,4,3,0.213472415816128,99.9375799117641,100.15105232758
UH_S020,Gai12R_block_13,13,4,105,13,4,-0.198335646415472,99.5257718495324,99.3274362031169
UH_S025,Gai12R_block_13,22,2,80,22,2,-1.07435196731502,98.649755528633,97.5754035613179
W64A,Gai12R_block_13,4,2,105,4,2,-0.319612083580651,99.4044954123673,99.0848833287867
A374,Gai12R_block_16,22,24,90,22,24,9.71910896083727e-05,100.781714124843,100.781811315933
A375,Gai12R_block_16,22,23,95,22,23,0.000254402363950135,100.781871336117,100.782125738481
EP29,Gai12R_block_16,4,23,105,4,23,8.55474715564242e-05,100.781702481225,100.781788028696
EZ18,Gai12R_block_16,22,26,105,22,26,0.000577969737676654,100.782194903491,100.782772873229
EZ37,Gai12R_block_16,4,27,105,4,27,2.1503814949142e-05,100.781638437568,100.781659941383
EZ48,Gai12R_block_16,13,24,105,13,24,-3.09462128029736e-05,100.781585987541,100.781555041328
F04401,Gai12R_block_16,4,28,105,4,28,-0.000155077167235618,100.781461856586,100.781306779419
F712,Gai12R_block_16,4,26,105,4,26,0.0001532406618594,100.781770174415,100.781923415077
H99,Gai12R_block_16,13,22,105,13,22,-0.000103104358643691,100.781513829395,100.781410725036
HMV5325,Gai12R_block_16,13,27,105,13,27,-2.12943800903531e-05,100.781595639373,100.781574344993
LAN496,Gai12R_block_16,13,23,105,13,23,-6.03736391155962e-05,100.781556560114,100.781496186475
LH123Ht,Gai12R_block_16,4,22,105,4,22,2.64794152968761e-05,100.781643413169,100.781669892584
LH39,Gai12R_block_16,22,22,90,22,22,-5.27425256535707e-05,100.781564191227,100.781511448702
Lo1274,Gai12R_block_16,13,28,105,13,28,0.000248481753004626,100.781865415506,100.782113897259
Lo1288,Gai12R_block_16,4,25,105,4,25,-0.000220028111854731,100.781396905641,100.781176877529
N25,Gai12R_block_16,22,27,100,22,27,3.44474362208302e-05,100.78165138119,100.781685828626
Oh40B,Gai12R_block_16,22,28,75,22,28,-0.00024945486673289,100.781367478886,100.78111802402
PHK29,Gai12R_block_16,13,25,105,13,25,0.000149728846579933,100.7817666626,100.781916391447
PHR36,Gai12R_block_16,22,25,90,22,25,-0.000720395657566542,100.780896538096,100.780176142438
UH_P074,Gai12R_block_16,4,24,105,4,24,2.97518093219651e-05,100.781646685563,100.781676437372
W95115,Gai12R_block_16,13,26,105,13,26,-6.53266631758243e-05,100.78155160709,100.781486280427
A374,Ner12R_block_28,10,7,135,10,7,0.000613569050472052,127.724810887924,127.725424456975
B107,Ner12R_block_28,10,1,135,10,1,0.001203499489975,127.725400818364,127.726604317854
B73,Ner12R_block_28,34,6,130,34,6,0.00309080228424818,127.727288121158,127.730378923443
EA3076,Ner12R_block_28,34,5,125,34,5,-0.00392579767735413,127.720271521197,127.716345723519
EP10,Ner12R_block_28,10,6,130,10,6,-0.00221703865597078,127.721980280218,127.719763241562
EZ42,Ner12R_block_28,10,2,125,10,2,-0.00265713669340073,127.721540182181,127.718883045487
EZ48,Ner12R_block_28,34,2,120,34,2,0.00363258075637418,127.72782989963,127.731462480387
F05404,Ner12R_block_28,22,1,130,22,1,0.000437272458725602,127.724634591333,127.725071863792
F712,Ner12R_block_28,34,3,135,34,3,-0.00270745386194449,127.721489865012,127.71878241115
F894,Ner12R_block_28,34,4,120,34,4,0.00250637072481652,127.726703689599,127.729210060324
H99,Ner12R_block_28,34,7,110,34,7,-0.00180724154476764,127.722390077329,127.720582835784
I242,Ner12R_block_28,10,3,135,10,3,0.00312750126792594,127.727324820142,127.73045232141
I267,Ner12R_block_28,22,6,150,22,6,0.000941263477443499,127.725138582352,127.726079845829
LH38,Ner12R_block_28,22,2,120,22,2,-0.00172532356587851,127.722471995308,127.720746671742
Lo1251,Ner12R_block_28,22,7,135,22,7,0.000220666690239568,127.724417985564,127.724638652255
Lo1274,Ner12R_block_28,10,4,115,10,4,-0.00116454938761024,127.723032769486,127.721868220099
Lo1290,Ner12R_block_28,34,1,105,34,1,-0.00139748613382551,127.72279983274,127.721402346606
N25,Ner12R_block_28,22,5,140,22,5,0.00357610910975836,127.727773427984,127.731349537094
PHH93,Ner12R_block_28,22,4,120,22,4,-0.0034306625504712,127.720766656323,127.717335993773
UH_6179,Ner12R_block_28,10,5,120,10,5,0.000485929521374828,127.724683248395,127.725169177917
UH_S020,Ner12R_block_28,22,3,130,22,3,0.00119712721846099,127.725394446093,127.726591573311
A374,Ner12R_block_25,21,6,140,21,6,4.1137996754392,124.526800782747,128.640600458186
B37,Ner12R_block_25,9,7,130,9,7,1.86909366537947,122.282094772687,124.151188438066
CO109,Ner12R_block_25,33,7,120,33,7,-0.630857918164878,119.782143189142,119.151285270977
D09,Ner12R_block_25,21,1,125,21,1,3.27540315161001,123.688404258918,126.963807410528
EP72,Ner12R_block_25,9,6,125,9,6,0.710928758173694,121.123929865481,121.834858623654
EZ18,Ner12R_block_25,33,6,120,33,6,0.710880030130994,121.123881137438,121.834761167569
EZ48,Ner12R_block_25,21,7,135,21,7,0.279645599460622,120.692646706768,120.972292306229
F894,Ner12R_block_25,9,4,125,9,4,3.39546133142591,123.808462438734,127.203923770159
HMV5409,Ner12R_block_25,9,2,105,9,2,-3.91825626606075,116.494744841246,112.576488575185
I198,Ner12R_block_25,21,4,120,21,4,-3.2195091383911,117.193491968916,113.973982830525
Lo1101,Ner12R_block_25,33,2,115,33,2,3.58169296487974,123.994694072187,127.576387037067
Lo1172,Ner12R_block_25,21,2,125,21,2,1.94368336018957,122.356684467497,124.300367827686
Lo1242,Ner12R_block_25,9,5,110,9,5,-5.44701933728973,114.965981770017,109.518962432727
Lo1270,Ner12R_block_25,33,3,105,33,3,-2.76141267813949,117.651588429167,114.890175751028
Mo17,Ner12R_block_25,9,3,120,9,3,2.23851026583718,122.651511373145,124.890021638982
Oh43,Ner12R_block_25,33,4,105,33,4,-4.10446107450157,116.308540032805,112.204078958303
PHB09,Ner12R_block_25,33,5,125,33,5,4.55288491677945,124.965886024087,129.518770940867
PHT77,Ner12R_block_25,9,1,110,9,1,-0.0751936075815536,120.337807499726,120.262613892144
UH_P064,Ner12R_block_25,21,3,130,21,3,3.11214611721726,123.525147224525,126.637293341742
UH304,Ner12R_block_25,33,1,100,33,1,-2.57520143110071,117.837799676206,115.262598245105
W23,Ner12R_block_25,21,5,115,21,5,-7.05221838529303,113.360782722013,106.30856433672
A374,Deb12R_block_10,8,7,89,8,7,-0.114258145589716,104.616307645332,104.502049499742
B100,Deb12R_block_10,40,3,100,40,3,-5.43648311854818,99.294082672373,93.8575995538248
B107,Deb12R_block_10,8,3,90,8,3,0.0137510931489118,104.74431688407,104.758067977219
B97,Deb12R_block_10,22,6,101,22,6,-3.12783087018498,101.602734920736,98.4749040505512
EP10,Deb12R_block_10,8,1,91,8,1,-0.885448652986241,103.845117137935,102.959668484949
EP2008-22,Deb12R_block_10,40,7,91,40,7,-6.18488240213686,98.5456833887842,92.3608009866473
EZ42,Deb12R_block_10,8,6,95,8,6,0.527674803417042,105.258240594338,105.785915397755
F353,Deb12R_block_10,22,7,102,22,7,0.670608343641945,105.401174134563,106.071782478205
F7025,Deb12R_block_10,22,3,105,22,3,-2.18909655622012,102.541469234701,100.352372678481
HMV5502,Deb12R_block_10,40,6,125,40,6,7.43863423905984,112.169200029981,119.607834269041
I242,Deb12R_block_10,8,2,92,8,2,0.767338683487395,105.497904474409,106.265243157896
Lo1035,Deb12R_block_10,22,1,115,22,1,3.27043689822087,108.001002689142,111.271439587363
Lo1274,Deb12R_block_10,8,5,92,8,5,-1.35840397854139,103.37216181238,102.013757833838
Lo1290,Deb12R_block_10,22,2,98,22,2,-4.75285485627785,99.9777109346431,95.2248560783653
Mo15W,Deb12R_block_10,40,1,120,40,1,1.36684580366979,106.097411594591,107.464257398261
PHG47,Deb12R_block_10,40,2,115,40,2,0.966197315056917,105.696763105978,106.662960421035
SC-Malawi,Deb12R_block_10,22,4,131,22,4,9.26618149982032,113.996747290742,123.262928790562
UH_6179,Deb12R_block_10,8,4,89,8,4,-1.58106950938949,103.149496281532,101.568426772142
UH_P074,Deb12R_block_10,40,5,122,40,5,4.63322996558348,109.363795756505,113.997025722089
W153R,Deb12R_block_10,22,5,115,22,5,1.53885013024889,106.26941592117,107.808266051419
W602S,Deb12R_block_10,40,4,102,40,4,-4.82942068548088,99.9011451054402,95.0717244199594
A374,Deb12R_block_31,31,3,131,31,3,6.90619939775488,115.798501379156,122.704700776911
B107,Deb12R_block_31,49,1,115,49,1,3.32969343662833,112.22199541803,115.551688854658
B84,Deb12R_block_31,49,7,110,49,7,1.48543092949508,110.377732910896,111.863163840391
DK78010,Deb12R_block_31,49,5,103,49,5,0.959691860998504,109.8519938424,110.811685703398
EA1027,Deb12R_block_31,17,5,120,17,5,2.70963159529209,111.601933576694,114.311565171986
EP2008-22,Deb12R_block_31,31,6,99,31,6,-0.781749519891477,108.11055246151,107.328802941618
EP51,Deb12R_block_31,31,2,80,31,2,-10.3854768540713,98.5068251273302,88.1213482732589
F874,Deb12R_block_31,49,6,90,49,6,-1.07074407020711,107.821557911194,106.750813840987
F922,Deb12R_block_31,49,4,105,49,4,0.176401130550133,109.068703111951,109.245104242502
F924,Deb12R_block_31,17,1,105,17,1,-5.47360934999996,103.418692631401,97.9450832814014
HMV5301,Deb12R_block_31,17,7,125,17,7,0.763070829530591,109.655372810932,110.418443640462
I261,Deb12R_block_31,31,1,121,31,1,4.19033439681911,113.08263637822,117.27297077504
Lo1199,Deb12R_block_31,17,3,119,17,3,-1.40257473557271,107.489727245829,106.087152510256
Lo1253,Deb12R_block_31,31,7,120,31,7,1.86035214153935,110.752654122941,112.61300626448
Lo1273,Deb12R_block_31,49,2,90,49,2,-2.83151957024059,106.060782411161,103.22926284092
MS153,Deb12R_block_31,17,4,120,17,4,1.66265713482991,110.554959116231,112.217616251061
PHG39,Deb12R_block_31,31,4,110,31,4,-0.706328515316827,108.185973466084,107.479644950768
PHG47,Deb12R_block_31,17,2,120,17,2,7.6281108594991,116.5204128409,124.1485237004
PHG71,Deb12R_block_31,31,5,100,31,5,-4.33721584081455,104.555086140587,100.217870299772
PHJ40,Deb12R_block_31,17,6,99,17,6,-4.0569761369641,104.835325844437,100.778349707473
PHV63,Deb12R_block_31,49,3,110,49,3,-0.625379119858209,108.266922861543,107.641543741685
A374,Deb12R_block_9,39,17,119,39,17,2.2491504722562,115.689551040843,117.938701513099
EA3076,Deb12R_block_9,7,18,111,7,18,-0.617876868227313,112.822523700359,112.204646832132
EC334,Deb12R_block_9,39,20,102,39,20,-4.57886060409405,108.861539964492,104.282679360398
EZ36,Deb12R_block_9,7,15,120,7,15,1.88385539654107,115.324255965128,117.208111361669
EZ38,Deb12R_block_9,21,16,120,21,16,3.98741808069613,117.427818649283,121.415236729979
F7028,Deb12R_block_9,7,21,122,7,21,-0.720000380454636,112.720400188132,112.000399807677
F98902,Deb12R_block_9,21,19,116,21,19,1.35182053902446,114.792221107611,116.144041646635
HMV5347,Deb12R_block_9,39,15,101,39,15,-1.86383223704065,111.576568331546,109.712736094505
I233,Deb12R_block_9,7,20,120,7,20,1.53930370944971,114.979704278036,116.519007987486
Lo1016,Deb12R_block_9,21,18,117,21,18,1.46886257524022,114.909263143827,116.378125719067
Lo1270,Deb12R_block_9,7,16,105,7,16,-4.39322667474029,109.047173893846,104.653947219106
Lo1284,Deb12R_block_9,21,17,108,21,17,-2.76268567213396,110.677714896452,107.915029224318
Lo1301,Deb12R_block_9,39,21,109,39,21,-0.16803913802417,113.272361430562,113.104322292538
ML606,Deb12R_block_9,39,16,110,39,16,0.0548858847597273,113.495286453346,113.550172338106
Oh02,Deb12R_block_9,21,21,129,21,21,5.82271439712611,119.263114965713,125.085829362839
PB98TR,Deb12R_block_9,39,18,129,39,18,6.29467043112719,119.735070999714,126.029741430841
PHG83,Deb12R_block_9,7,17,130,7,17,8.59180131720214,122.032201885789,130.624003202991
PHW65,Deb12R_block_9,21,20,105,21,20,-4.72823868838064,108.712161880206,103.983923191825
UH_2500,Deb12R_block_9,7,19,100,7,19,-6.3304886241237,107.109911944462,100.779423320339
UH_P060,Deb12R_block_9,39,19,110,39,19,-2.02424423903605,111.41615632955,109.391912090514
W9,Deb12R_block_9,21,15,101,21,15,-5.05698967716789,108.383410891418,103.32642121425
A374,Gai13R_block_9,53,19,90,53,19,-1.27984475608038,82.9257452612449,81.6459005051645
AS5707,Gai13R_block_9,51,19,105,51,19,0.935963910521679,85.1415539278472,86.0775178383689
B100,Gai13R_block_9,52,10,75,52,10,1.15493364024981,85.3605236575753,86.5154572978252
B98,Gai13R_block_9,57,10,80,57,10,-0.584338614314987,83.6212514030104,83.0369127886954
CO109,Gai13R_block_9,53,28,80,53,28,1.60906209076988,85.8146521080954,87.4237141988652
CR1Ht,Gai13R_block_9,52,28,70,52,28,-1.13317756277984,83.0724124545455,81.9392348917656
DK78371A,Gai13R_block_9,54,28,75,54,28,-1.7355053908184,82.4700846265068,80.7345792356884
EP10,Gai13R_block_9,57,28,90,57,28,1.19913045859961,85.4047204759251,86.6038509345247
EZ36,Gai13R_block_9,54,10,80,54,10,-2.08535274243766,82.1202372748875,80.0348845324498
EZ38,Gai13R_block_9,52,19,100,52,19,0.68429094317959,84.889880960505,85.5741719036846
F7081,Gai13R_block_9,57,19,90,57,19,1.39380411071907,85.5993941280446,86.9931982387637
F912,Gai13R_block_9,51,10,70,51,10,-0.211600496270961,83.9939895210543,83.7823890247834
HMV5502,Gai13R_block_9,55,10,110,55,10,3.11219781258522,87.3177878299109,90.4299856424961
LH59,Gai13R_block_9,53,10,70,53,10,-1.84149627334295,82.3640937439823,80.5225974706394
LH74,Gai13R_block_9,55,28,90,55,28,1.14997326201691,85.3555632793425,86.5055365413594
Lo1242,Gai13R_block_9,51,28,70,51,28,0.157753231733707,84.3633432490592,84.5210964807929
MS71,Gai13R_block_9,55,19,70,55,19,0.027149133468555,84.232739150794,84.2598882842625
N192,Gai13R_block_9,56,19,65,56,19,-1.54915171371889,82.6564383036063,81.1072865898875
NQ508,Gai13R_block_9,56,10,100,56,10,-0.316213519734021,83.8893764975912,83.5731629778572
P465P,Gai13R_block_9,56,28,85,56,28,-2.01910628278765,82.1864837345375,80.1673774517498
UH_S020,Gai13R_block_9,54,19,90,54,19,1.33152875844213,85.5371187757677,86.8686475342098
A374,Gai13R_block_14,60,6,70,60,6,0.880687312950201,77.8824468344357,78.7631341473859
B107,Gai13R_block_14,58,15,80,58,15,3.63700408066727,80.6387636021531,84.2757676828203
B109,Gai13R_block_14,59,6,70,59,6,1.75652616225126,78.758285683737,80.5148118459883
B110,Gai13R_block_14,59,24,80,59,24,-3.19745839569937,73.804301125786,70.6068427300866
B37,Gai13R_block_14,61,6,70,61,6,0.654756610726864,77.6565161322123,78.3112727429392
EP72,Gai13R_block_14,64,6,75,64,6,3.25239071730489,80.2541502387907,83.5065409560956
EZ35,Gai13R_block_14,58,24,85,58,24,0.787533167985544,77.7892926894712,78.5768258574567
EZ38,Gai13R_block_14,62,24,115,62,24,8.92949881086747,85.9312583323535,94.860757143221
F98902,Gai13R_block_14,64,24,100,64,24,1.33361873294216,78.3353782544278,79.66899698737
HMV5347,Gai13R_block_14,62,6,75,62,6,1.68137668473844,78.6831362062241,80.3645128909625
LH38,Gai13R_block_14,63,6,60,63,6,-3.64270271170072,73.3590568097846,69.7163540980839
LH74,Gai13R_block_14,64,15,70,64,15,-4.18953911483298,72.8122204066523,68.6226812918193
Lo1038,Gai13R_block_14,60,15,65,60,15,-2.66847308682233,74.3332864346631,71.6648133478407
Lo1124,Gai13R_block_14,61,15,65,61,15,-2.86608535059561,74.1356741708898,71.2695888202942
Lo904,Gai13R_block_14,63,15,80,63,15,2.497261519387,79.4990210408727,81.9962825602597
MS153,Gai13R_block_14,59,15,70,59,15,-0.430886891721698,76.5708726297639,76.1399857380422
NS701,Gai13R_block_14,63,24,85,63,24,-4.72831070903565,72.2734488124496,67.5451381034139
PHT77,Gai13R_block_14,60,24,90,60,24,0.0286210403326521,77.0303805618182,77.0590016021508
SC-Malawi,Gai13R_block_14,61,24,90,61,24,-1.14314322543333,75.858616296052,74.7154730706187
UH_P060,Gai13R_block_14,58,6,60,58,6,-2.57267535431119,74.4290841671741,71.8564088128629
A374,Gai13R_block_20,68,21,60,68,21,-5.96069045291517,74.9115932815075,68.9509028285924
B100,Gai13R_block_20,71,21,70,71,21,-2.91580617307157,77.9564775613511,75.0406713882796
B107,Gai13R_block_20,69,3,75,69,3,0.458860328091888,81.3311440625144,81.7900043906063
B109,Gai13R_block_20,65,12,85,65,12,0.705621169750486,81.5779049041731,82.2835260739236
B89,Gai13R_block_20,70,12,70,70,12,-6.5383838633384,74.3338998710844,67.795516007746
EA3076,Gai13R_block_20,66,12,80,66,12,-3.93935161155453,76.932932122868,72.9935805113135
EZ37,Gai13R_block_20,67,12,90,67,12,-1.5075989435317,79.3646847908911,77.8570858473594
F7019,Gai13R_block_20,71,3,80,71,3,0.47921948516445,81.3515032195871,81.8307227047515
F748,Gai13R_block_20,70,3,70,70,3,-3.68613061632792,77.1861531180948,73.5000225017669
F838,Gai13R_block_20,70,21,80,70,21,1.93830236695517,82.8105861013777,84.7488884683329
F918,Gai13R_block_20,68,3,80,68,3,4.66634076768132,85.5386245021038,90.2049652697851
LAN496,Gai13R_block_20,67,21,80,67,21,2.92737635398299,83.7996600884056,86.7270364423886
LH39,Gai13R_block_20,67,3,60,67,3,-5.40943248620674,75.4628512482161,70.0534187620093
Lo1063,Gai13R_block_20,71,12,90,71,12,3.98530887345193,84.8575926078745,88.8429014813264
Lp5,Gai13R_block_20,66,21,75,66,21,-1.9602581403658,78.9120255940568,76.951767453691
NDB8,Gai13R_block_20,69,12,80,69,12,-4.24073712950759,76.6315466049151,72.3908094754075
